UF;Municipio;Bairro;Produto;DatadaColeta;ValordeVenda
PR;CASTRO;CENTRO;GASOLINA;2022-06-21;7.58
PR;CASTRO;CENTRO;GASOLINA;2022-06-20;7.39
PR;CASTRO;CENTRO;ETANOL;2022-06-20;5.72
PR;CASTRO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.49
PR;COLOMBO;VILA MARACANA;ETANOL;2022-06-22;5.58
PR;COLOMBO;VILA MARACANA;GASOLINA;2022-06-22;7.59
PR;COLOMBO;VILA MARACANA;GASOLINA ADITIVADA;2022-06-22;7.69
PR;COLOMBO;JARDIM GUARAITUBA;ETANOL;2022-06-22;5.57
PR;COLOMBO;JARDIM GUARAITUBA;GASOLINA;2022-06-22;7.59
PR;COLOMBO;JARDIM GUARAITUBA;GASOLINA ADITIVADA;2022-06-22;7.79
PR;COLOMBO;CENTRO;GASOLINA ADITIVADA;2022-06-21;7.59
PR;COLOMBO;CENTRO;ETANOL;2022-06-21;5.49
PR;COLOMBO;CENTRO;GASOLINA;2022-06-21;7.25
PR;COLOMBO;ARRUDA;GASOLINA ADITIVADA;2022-06-21;7.69
PR;COLOMBO;ARRUDA;ETANOL;2022-06-21;5.49
PR;COLOMBO;ARRUDA;GASOLINA;2022-06-21;7.59
PR;COLOMBO;JARDIM CAMPO ALTO;ETANOL;2022-06-22;5.54
PR;COLOMBO;JARDIM CAMPO ALTO;GASOLINA;2022-06-22;7.54
PR;COLOMBO;JARDIM CAMPO ALTO;GASOLINA ADITIVADA;2022-06-22;7.74
PR;COLOMBO;JARDIM MARACANA;ETANOL;2022-06-22;5.59
PR;COLOMBO;JARDIM MARACANA;GASOLINA;2022-06-22;7.59
PR;COLOMBO;JD. GUARAITUBA;ETANOL;2022-06-22;5.54
PR;COLOMBO;JD. GUARAITUBA;GASOLINA;2022-06-22;7.54
PR;COLOMBO;JD. GUARAITUBA;GASOLINA ADITIVADA;2022-06-22;7.74
PR;COLOMBO;SAO GABRIEL;ETANOL;2022-06-22;5.49
PR;COLOMBO;SAO GABRIEL;GASOLINA;2022-06-22;7.49
PR;COLOMBO;SAO GABRIEL;GASOLINA ADITIVADA;2022-06-22;7.55
PR;COLOMBO;GUARAITUBA;ETANOL;2022-06-22;5.49
PR;COLOMBO;GUARAITUBA;GASOLINA;2022-06-22;7.49
PR;CURITIBA;BACACHERI;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;BACACHERI;ETANOL;2022-06-23;5.59
PR;CURITIBA;BACACHERI;GASOLINA;2022-06-23;7.59
PR;CURITIBA;SANTA CANDIDA;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;SANTA CANDIDA;ETANOL;2022-06-23;5.59
PR;CURITIBA;SANTA CANDIDA;GASOLINA;2022-06-23;7.59
PR;CURITIBA;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.69
PR;CURITIBA;CENTRO;ETANOL;2022-06-23;5.54
PR;CURITIBA;CENTRO;GASOLINA;2022-06-23;7.56
PR;CURITIBA;BOA VISTA;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;BOA VISTA;ETANOL;2022-06-23;5.59
PR;CURITIBA;BOA VISTA;GASOLINA;2022-06-23;7.59
PR;CURITIBA;BARRERINHA;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;BARRERINHA;ETANOL;2022-06-23;5.59
PR;CURITIBA;BARRERINHA;GASOLINA;2022-06-23;7.59
PR;CURITIBA;REBOUCAS;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;REBOUCAS;ETANOL;2022-06-23;5.59
PR;CURITIBA;REBOUCAS;GASOLINA;2022-06-23;7.59
PR;CURITIBA;ABRANCHES;GASOLINA ADITIVADA;2022-06-23;7.77
PR;CURITIBA;ABRANCHES;ETANOL;2022-06-23;5.49
PR;CURITIBA;ABRANCHES;GASOLINA;2022-06-23;7.47
PR;CURITIBA;REBOUCAS;GASOLINA ADITIVADA;2022-06-23;7.75
PR;CURITIBA;REBOUCAS;ETANOL;2022-06-23;5.57
PR;CURITIBA;REBOUCAS;GASOLINA;2022-06-23;7.55
PR;CURITIBA;SANTA  CANDIDA;GASOLINA ADITIVADA;2022-06-23;7.74
PR;CURITIBA;SANTA  CANDIDA;ETANOL;2022-06-23;5.54
PR;CURITIBA;SANTA  CANDIDA;GASOLINA;2022-06-23;7.54
PR;CURITIBA;HUGO LANGE;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;HUGO LANGE;ETANOL;2022-06-23;5.59
PR;CURITIBA;HUGO LANGE;GASOLINA;2022-06-23;7.59
PR;CURITIBA;CABRAL;GASOLINA ADITIVADA;2022-06-23;7.44
PR;CURITIBA;CABRAL;ETANOL;2022-06-23;5.36
PR;CURITIBA;CABRAL;GASOLINA;2022-06-23;7.39
PR;CURITIBA;BARREIRINHA;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;BARREIRINHA;ETANOL;2022-06-23;5.59
PR;CURITIBA;BARREIRINHA;GASOLINA;2022-06-23;7.59
PR;CURITIBA;BARREIRINHA;GASOLINA ADITIVADA;2022-06-23;7.49
PR;CURITIBA;BARREIRINHA;ETANOL;2022-06-23;5.49
PR;CURITIBA;BARREIRINHA;GASOLINA;2022-06-23;7.49
PR;COLOMBO;ATUBA;ETANOL;2022-06-22;5.59
PR;COLOMBO;ATUBA;GASOLINA;2022-06-22;7.59
PR;COLOMBO;ATUBA;GASOLINA ADITIVADA;2022-06-22;7.79
PR;CURITIBA;BELEM;GASOLINA ADITIVADA;2022-06-23;7.59
PR;CURITIBA;BELEM;ETANOL;2022-06-23;5.53
PR;CURITIBA;BELEM;GASOLINA;2022-06-23;7.53
PR;CURITIBA;CENTRO;ETANOL;2022-06-23;5.52
PR;CURITIBA;CENTRO;GASOLINA;2022-06-23;7.52
PR;CURITIBA;CAJURU;ETANOL;2022-06-22;5.59
PR;CURITIBA;CAJURU;GASOLINA;2022-06-22;7.59
PR;CURITIBA;CAJURU;GASOLINA ADITIVADA;2022-06-22;7.89
PR;CURITIBA;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.79
PR;CURITIBA;CENTRO;ETANOL;2022-06-23;5.59
PR;CURITIBA;CENTRO;GASOLINA;2022-06-23;7.59
PR;CURITIBA;BOA VISTA;GASOLINA ADITIVADA;2022-06-23;7.46
PR;CURITIBA;BOA VISTA;ETANOL;2022-06-23;5.5
PR;CURITIBA;BOA VISTA;GASOLINA;2022-06-23;7.46
PR;CURITIBA;BOA VISTA;GASOLINA ADITIVADA;2022-06-23;7.87
PR;CURITIBA;BOA VISTA;ETANOL;2022-06-23;5.57
PR;CURITIBA;BOA VISTA;GASOLINA;2022-06-23;7.57
PR;CURITIBA;SANTA CANDIDA;ETANOL;2022-06-23;5.5
PR;CURITIBA;SANTA CANDIDA;GASOLINA;2022-06-23;7.59
PR;CURITIBA;BARREIRINHA;ETANOL;2022-06-23;5.57
PR;CURITIBA;BARREIRINHA;GASOLINA;2022-06-23;7.57
PR;CURITIBA;SANTA CANDIDA;ETANOL;2022-06-23;5.5
PR;CURITIBA;SANTA CANDIDA;GASOLINA;2022-06-23;7.51
PR;CURITIBA;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.99
PR;CURITIBA;CENTRO;ETANOL;2022-06-23;5.58
PR;CURITIBA;CENTRO;GASOLINA;2022-06-23;7.59
PR;CURITIBA;CAJURU;ETANOL;2022-06-22;5.5
PR;CURITIBA;CAJURU;GASOLINA;2022-06-22;7.51
PR;CURITIBA;CAJURU;GASOLINA ADITIVADA;2022-06-22;7.69
PR;LONDRINA;CENTRO;ETANOL;2022-06-22;4.99
PR;LONDRINA;CENTRO;GASOLINA;2022-06-22;6.99
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.29
PR;LONDRINA;JARDIM IPANEMA;GASOLINA ADITIVADA;2022-06-21;7.14
PR;LONDRINA;JARDIM IPANEMA;ETANOL;2022-06-21;4.91
PR;LONDRINA;JARDIM IPANEMA;GASOLINA;2022-06-21;7.13
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-21;7.59
PR;LONDRINA;CENTRO;ETANOL;2022-06-21;5.29
PR;LONDRINA;CENTRO;GASOLINA;2022-06-21;7.39
PR;LONDRINA;JARDIM UNIVERSITÁRIO;ETANOL;2022-06-22;4.89
PR;LONDRINA;JARDIM UNIVERSITÁRIO;GASOLINA;2022-06-22;7.15
PR;LONDRINA;CENTRO;ETANOL;2022-06-22;5.09
PR;LONDRINA;CENTRO;GASOLINA;2022-06-22;7.09
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.29
PR;LONDRINA;PARQUE DAS INDUSTRIA;GASOLINA;2022-06-20;7.29
PR;LONDRINA;PARQUE DAS INDUSTRIA;ETANOL;2022-06-20;5.18
PR;LONDRINA;PARQUE DAS INDUSTRIA;GASOLINA ADITIVADA;2022-06-20;7.35
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-21;7.59
PR;LONDRINA;CENTRO;ETANOL;2022-06-21;4.97
PR;LONDRINA;CENTRO;GASOLINA;2022-06-21;7.59
PR;LONDRINA;CENTRO;ETANOL;2022-06-22;5.09
PR;LONDRINA;CENTRO;GASOLINA;2022-06-22;7.39
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.59
PR;LONDRINA;VILA BRASIL;ETANOL;2022-06-22;4.94
PR;LONDRINA;VILA BRASIL;GASOLINA;2022-06-22;6.93
PR;LONDRINA;VILA BRASIL;GASOLINA ADITIVADA;2022-06-22;6.94
PR;LONDRINA;CENTRO;ETANOL;2022-06-22;7.69
PR;LONDRINA;CENTRO;GASOLINA;2022-06-22;8.29
PR;LONDRINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;8.29
PR;LONDRINA;JARDIM AEROPORTO;ETANOL;2022-06-22;5.29
PR;LONDRINA;JARDIM AEROPORTO;GASOLINA;2022-06-22;7.15
PR;LONDRINA;JARDIM AEROPORTO;GASOLINA ADITIVADA;2022-06-22;7.19
PR;MARINGA;ZONA 05;GASOLINA ADITIVADA;2022-06-21;7.38
PR;MARINGA;ZONA 05;ETANOL;2022-06-21;4.89
PR;MARINGA;ZONA 05;GASOLINA;2022-06-21;7.19
PR;MARINGA;ZONA 05;GASOLINA ADITIVADA;2022-06-21;7.69
PR;MARINGA;ZONA 05;ETANOL;2022-06-21;4.97
PR;MARINGA;ZONA 05;GASOLINA;2022-06-21;7.57
PR;MARINGA;ZONA 02;GASOLINA;2022-06-20;7.53
PR;MARINGA;ZONA 02;ETANOL;2022-06-20;4.94
PR;MARINGA;ZONA 02;GASOLINA ADITIVADA;2022-06-20;7.53
PR;MARINGA;ZONA 02;GASOLINA;2022-06-20;7.59
PR;MARINGA;ZONA 02;ETANOL;2022-06-20;4.99
PR;MARINGA;ZONA 02;GASOLINA ADITIVADA;2022-06-20;7.79
PR;MARINGA;ZONA 22;GASOLINA ADITIVADA;2022-06-21;7.29
PR;MARINGA;ZONA 22;ETANOL;2022-06-21;4.94
PR;MARINGA;ZONA 22;GASOLINA;2022-06-21;7.29
PR;MARINGA;;GASOLINA ADITIVADA;2022-06-21;7.79
PR;MARINGA;;ETANOL;2022-06-21;4.99
PR;MARINGA;;GASOLINA;2022-06-21;7.59
PR;MARINGA;ZONA 05;GASOLINA ADITIVADA;2022-06-21;7.69
PR;MARINGA;ZONA 05;ETANOL;2022-06-21;4.89
PR;MARINGA;ZONA 05;GASOLINA;2022-06-21;7.59
PR;MARINGA;JARDIM NILZA;ETANOL;2022-06-21;4.89
PR;MARINGA;JARDIM NILZA;GASOLINA;2022-06-21;7.09
PR;MARINGA;ZONA 05;ETANOL;2022-06-21;4.93
PR;MARINGA;ZONA 05;GASOLINA;2022-06-21;7.31
PR;MARINGA;JD.HIGIENOPOLIS;GASOLINA ADITIVADA;2022-06-21;7.31
PR;MARINGA;JD.HIGIENOPOLIS;ETANOL;2022-06-21;4.91
PR;MARINGA;JD.HIGIENOPOLIS;GASOLINA;2022-06-21;7.31
PR;PARANAGUA;VILA PARANAGUA;GASOLINA ADITIVADA;2022-06-21;7.49
PR;PARANAGUA;VILA PARANAGUA;ETANOL;2022-06-21;5.39
PR;PARANAGUA;VILA PARANAGUA;GASOLINA;2022-06-21;7.29
PR;PARANAGUA;ALVORADA;GASOLINA ADITIVADA;2022-06-21;7.69
PR;PARANAGUA;ALVORADA;ETANOL;2022-06-21;5.39
PR;PARANAGUA;ALVORADA;GASOLINA;2022-06-21;7.29
PR;PARANAGUA;29 DE JULHO;GASOLINA ADITIVADA;2022-06-21;7.59
PR;PARANAGUA;29 DE JULHO;ETANOL;2022-06-21;5.39
PR;PARANAGUA;29 DE JULHO;GASOLINA;2022-06-21;7.09
PR;PARANAGUA;PARQUE SÃO JOÃO;GASOLINA;2022-06-20;7.35
PR;PARANAGUA;PARQUE SÃO JOÃO;ETANOL;2022-06-20;5.35
PR;PARANAGUA;PARQUE SÃO JOÃO;GASOLINA ADITIVADA;2022-06-20;7.55
PR;SANTO ANTONIO DA PLATINA;CENTRO;ETANOL;2022-06-22;5.29
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA;2022-06-22;7.49
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.59
PR;SANTO ANTONIO DA PLATINA;CENTRO;ETANOL;2022-06-22;5.29
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA;2022-06-22;7.39
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.49
PR;SANTO ANTONIO DA PLATINA;CENTRO;ETANOL;2022-06-22;5.39
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA;2022-06-22;7.49
PR;SANTO ANTONIO DA PLATINA;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.59
PR;SANTO ANTONIO DA PLATINA;VILA CLARO;ETANOL;2022-06-22;5.29
PR;SANTO ANTONIO DA PLATINA;VILA CLARO;GASOLINA;2022-06-22;7.41
PR;SANTO ANTONIO DA PLATINA;VILA CLARO;GASOLINA ADITIVADA;2022-06-22;7.51
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;ETANOL;2022-06-22;5.54
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;GASOLINA;2022-06-22;7.48
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;GASOLINA ADITIVADA;2022-06-22;7.78
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;GASOLINA;2022-06-22;7.59
PR;SAO JOSE DOS PINHAIS;SAO PEDRO;GASOLINA ADITIVADA;2022-06-22;7.69
PR;SAO JOSE DOS PINHAIS;;ETANOL;2022-06-22;5.79
PR;SAO JOSE DOS PINHAIS;;GASOLINA;2022-06-22;7.64
PR;SAO JOSE DOS PINHAIS;CENTRO;GASOLINA;2022-06-22;7.59
PR;SAO JOSE DOS PINHAIS;CENTRO;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.79
PR;SAO JOSE DOS PINHAIS;BOM JESUS;GASOLINA;2022-06-22;7.59
PR;SAO JOSE DOS PINHAIS;BOM JESUS;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;BOM JESUS;GASOLINA ADITIVADA;2022-06-22;7.79
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;GASOLINA;2022-06-22;7.57
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;ETANOL;2022-06-22;5.53
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;GASOLINA;2022-06-22;7.57
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;GASOLINA ADITIVADA;2022-06-22;7.57
PR;SAO JOSE DOS PINHAIS;CENTRO;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;CENTRO;GASOLINA;2022-06-22;7.59
PR;SAO JOSE DOS PINHAIS;CENTRO;GASOLINA ADITIVADA;2022-06-22;7.79
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;ETANOL;2022-06-22;5.59
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;GASOLINA;2022-06-22;7.57
PR;SAO JOSE DOS PINHAIS;AFONSO PENA;GASOLINA ADITIVADA;2022-06-22;7.57
RJ;BARRA MANSA;CENTRO;GASOLINA ADITIVADA;2022-06-23;8.25
RJ;BARRA MANSA;CENTRO;ETANOL;2022-06-23;6.39
RJ;BARRA MANSA;CENTRO;GASOLINA;2022-06-23;8.05
RJ;BARRA MANSA;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.89
RJ;BARRA MANSA;CENTRO;ETANOL;2022-06-23;6.09
RJ;BARRA MANSA;CENTRO;GASOLINA;2022-06-23;7.89
RJ;BARRA MANSA;VILA NOVA;GASOLINA ADITIVADA;2022-06-23;8.09
RJ;BARRA MANSA;VILA NOVA;ETANOL;2022-06-23;6.49
RJ;BARRA MANSA;VILA NOVA;GASOLINA;2022-06-23;7.99
RJ;BARRA MANSA;CENTRO;ETANOL;2022-06-23;5.99
RJ;BARRA MANSA;CENTRO;GASOLINA;2022-06-23;7.89
RJ;BARRA MANSA;JARDIM BOA VISTA;GASOLINA ADITIVADA;2022-06-23;8.09
RJ;BARRA MANSA;JARDIM BOA VISTA;ETANOL;2022-06-23;6.19
RJ;BARRA MANSA;JARDIM BOA VISTA;GASOLINA;2022-06-23;7.89
RJ;BARRA MANSA;CENTRO;GASOLINA ADITIVADA;2022-06-23;8.66
RJ;BARRA MANSA;CENTRO;ETANOL;2022-06-23;7.19
RJ;BARRA MANSA;CENTRO;GASOLINA;2022-06-23;8.47
RJ;BARRA MANSA;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.69
RJ;BARRA MANSA;CENTRO;ETANOL;2022-06-23;6.19
RJ;BARRA MANSA;CENTRO;GASOLINA;2022-06-23;7.69
RJ;BARRA MANSA;VILA NOVA;GASOLINA ADITIVADA;2022-06-23;7.99
RJ;BARRA MANSA;VILA NOVA;ETANOL;2022-06-23;6.09
RJ;BARRA MANSA;VILA NOVA;GASOLINA;2022-06-23;7.89
RJ;BARRA MANSA;JARDIM BOA VISTA;GASOLINA ADITIVADA;2022-06-23;7.89
RJ;BARRA MANSA;JARDIM BOA VISTA;ETANOL;2022-06-23;6.09
RJ;BARRA MANSA;JARDIM BOA VISTA;GASOLINA;2022-06-23;7.89
RJ;BARRA MANSA;SAUDADE;GASOLINA ADITIVADA;2022-06-23;7.79
RJ;BARRA MANSA;SAUDADE;ETANOL;2022-06-23;6.19
RJ;BARRA MANSA;SAUDADE;GASOLINA;2022-06-23;7.79
RJ;BELFORD ROXO;CENTRO;GASOLINA;2022-06-20;7.29
RJ;BELFORD ROXO;CENTRO;ETANOL;2022-06-20;5.29
RJ;BELFORD ROXO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.59
RJ;BELFORD ROXO;CENTRO;GASOLINA;2022-06-20;7.49
RJ;BELFORD ROXO;CENTRO;ETANOL;2022-06-20;5.79
RJ;BELFORD ROXO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.59
RJ;BELFORD ROXO;CENTRO;GASOLINA;2022-06-20;7.64
RJ;BELFORD ROXO;CENTRO;ETANOL;2022-06-20;5.79
RJ;BELFORD ROXO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.84
RJ;BELFORD ROXO;HELIOPOLIS;GASOLINA;2022-06-20;7.97
RJ;BELFORD ROXO;HELIOPOLIS;ETANOL;2022-06-20;6.33
RJ;BELFORD ROXO;HELIOPOLIS;GASOLINA ADITIVADA;2022-06-20;8.07
RJ;BELFORD ROXO;CENTRO;GASOLINA;2022-06-20;7.49
RJ;BELFORD ROXO;CENTRO;ETANOL;2022-06-20;5.99
RJ;BELFORD ROXO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.99
RJ;BELFORD ROXO;PRATA;GASOLINA;2022-06-20;8.23
RJ;BELFORD ROXO;PRATA;ETANOL;2022-06-20;6.46
RJ;BELFORD ROXO;PRATA;GASOLINA ADITIVADA;2022-06-20;8.33
RJ;BELFORD ROXO;HELIOPOLIS;GASOLINA;2022-06-20;7.69
RJ;BELFORD ROXO;HELIOPOLIS;ETANOL;2022-06-20;5.59
RJ;CABO FRIO;VILA NOVA;GASOLINA;2022-06-20;8.08
RJ;CABO FRIO;VILA NOVA;ETANOL;2022-06-20;6.68
RJ;CABO FRIO;VILA NOVA;GASOLINA ADITIVADA;2022-06-20;8.16
RJ;CABO FRIO;CENTRO;GASOLINA;2022-06-20;8.09
RJ;CABO FRIO;CENTRO;ETANOL;2022-06-20;6.69
RJ;CABO FRIO;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.19
RJ;CABO FRIO;VILA NOVA;GASOLINA;2022-06-20;7.98
RJ;CABO FRIO;VILA NOVA;ETANOL;2022-06-20;6.68
RJ;CABO FRIO;VILA NOVA;GASOLINA ADITIVADA;2022-06-20;7.99
RJ;CABO FRIO;AQUARIUS;GASOLINA ADITIVADA;2022-06-21;7.99
RJ;CABO FRIO;AQUARIUS;ETANOL;2022-06-21;6.39
RJ;CABO FRIO;AQUARIUS;GASOLINA;2022-06-21;7.99
RJ;CABO FRIO;CENTRO;GASOLINA;2022-06-20;7.88
RJ;CABO FRIO;CENTRO;ETANOL;2022-06-20;6.58
RJ;CABO FRIO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.89
RJ;DUQUE DE CAXIAS;CENTRO;GASOLINA ADITIVADA;2022-06-21;7.99
RJ;DUQUE DE CAXIAS;CENTRO;ETANOL;2022-06-21;5.99
RJ;DUQUE DE CAXIAS;CENTRO;GASOLINA;2022-06-21;7.89
RJ;DUQUE DE CAXIAS;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.94
RJ;DUQUE DE CAXIAS;CENTRO;ETANOL;2022-06-23;5.99
RJ;DUQUE DE CAXIAS;CENTRO;GASOLINA;2022-06-23;7.79
RJ;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;GASOLINA ADITIVADA;2022-06-23;7.99
RJ;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;ETANOL;2022-06-23;5.79
RJ;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;GASOLINA;2022-06-23;7.89
RJ;DUQUE DE CAXIAS;PQ.  DUQUE DE CAXIAS;GASOLINA ADITIVADA;2022-06-23;7.99
RJ;DUQUE DE CAXIAS;PQ.  DUQUE DE CAXIAS;ETANOL;2022-06-23;5.99
RJ;DUQUE DE CAXIAS;PQ.  DUQUE DE CAXIAS;GASOLINA;2022-06-23;7.89
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;GASOLINA ADITIVADA;2022-06-21;7.79
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;ETANOL;2022-06-21;5.89
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;GASOLINA;2022-06-21;7.69
RJ;DUQUE DE CAXIAS;VILA SAO SEBASTIAO;GASOLINA ADITIVADA;2022-06-23;7.69
RJ;DUQUE DE CAXIAS;VILA SAO SEBASTIAO;ETANOL;2022-06-23;5.69
RJ;DUQUE DE CAXIAS;VILA SAO SEBASTIAO;GASOLINA;2022-06-23;7.59
RJ;DUQUE DE CAXIAS;PAULICÉIA;GASOLINA ADITIVADA;2022-06-23;7.99
RJ;DUQUE DE CAXIAS;PAULICÉIA;ETANOL;2022-06-23;5.79
RJ;DUQUE DE CAXIAS;PAULICÉIA;GASOLINA;2022-06-23;7.89
RJ;DUQUE DE CAXIAS;BAR DOS CAVALEIROS;ETANOL;2022-06-23;5.69
RJ;DUQUE DE CAXIAS;BAR DOS CAVALEIROS;GASOLINA;2022-06-23;7.49
RJ;DUQUE DE CAXIAS;GRAMACHO;GASOLINA ADITIVADA;2022-06-21;7.79
RJ;DUQUE DE CAXIAS;GRAMACHO;ETANOL;2022-06-21;5.89
RJ;DUQUE DE CAXIAS;GRAMACHO;GASOLINA;2022-06-21;7.69
RJ;DUQUE DE CAXIAS;JARDIM GRAMACHO;GASOLINA ADITIVADA;2022-06-21;7.89
RJ;DUQUE DE CAXIAS;JARDIM GRAMACHO;ETANOL;2022-06-21;5.99
RJ;DUQUE DE CAXIAS;JARDIM GRAMACHO;GASOLINA;2022-06-21;7.79
RJ;DUQUE DE CAXIAS;VILA ITAMARATI;ETANOL;2022-06-23;5.69
RJ;DUQUE DE CAXIAS;VILA ITAMARATI;GASOLINA;2022-06-23;7.59
RJ;DUQUE DE CAXIAS;JARDIM 25 DE AGOSTO;GASOLINA ADITIVADA;2022-06-21;7.99
RJ;DUQUE DE CAXIAS;JARDIM 25 DE AGOSTO;ETANOL;2022-06-21;5.99
RJ;DUQUE DE CAXIAS;JARDIM 25 DE AGOSTO;GASOLINA;2022-06-21;7.89
RJ;DUQUE DE CAXIAS;25 DE AGOSTO;GASOLINA ADITIVADA;2022-06-23;7.69
RJ;DUQUE DE CAXIAS;25 DE AGOSTO;ETANOL;2022-06-23;5.79
RJ;DUQUE DE CAXIAS;25 DE AGOSTO;GASOLINA;2022-06-23;7.59
RJ;DUQUE DE CAXIAS;JARDIM GRAMACHO - DUQUE DE CAXIAS;ETANOL;2022-06-23;5.49
RJ;DUQUE DE CAXIAS;JARDIM GRAMACHO - DUQUE DE CAXIAS;GASOLINA;2022-06-23;7.5
RJ;ITABORAI;VENDA DAS PEDRAS;ETANOL;2022-06-21;5.39
RJ;ITABORAI;VENDA DAS PEDRAS;GASOLINA;2022-06-21;7.49
RJ;ITABORAI;VENDA DAS PEDRAS;ETANOL;2022-06-21;5.49
RJ;ITABORAI;VENDA DAS PEDRAS;GASOLINA;2022-06-21;7.39
RJ;ITABORAI;RETIRO SÃO JOAQUIM;GASOLINA ADITIVADA;2022-06-21;7.89
RJ;ITABORAI;RETIRO SÃO JOAQUIM;ETANOL;2022-06-21;5.39
RJ;ITABORAI;RETIRO SÃO JOAQUIM;GASOLINA;2022-06-21;7.69
RJ;ITABORAI;LARANJAL;GASOLINA ADITIVADA;2022-06-21;7.94
RJ;ITABORAI;LARANJAL;ETANOL;2022-06-21;6.39
RJ;ITABORAI;LARANJAL;GASOLINA;2022-06-21;7.84
RJ;ITABORAI;TRES PONTES;GASOLINA ADITIVADA;2022-06-21;7.95
RJ;ITABORAI;TRES PONTES;ETANOL;2022-06-21;5.99
RJ;ITABORAI;TRES PONTES;GASOLINA;2022-06-21;7.85
RJ;ITABORAI;VENDA DAS PEDRAS;ETANOL;2022-06-21;5.49
RJ;ITABORAI;VENDA DAS PEDRAS;GASOLINA;2022-06-21;7.69
RJ;ITABORAI;SANTO EXPEDITO;ETANOL;2022-06-21;6.39
RJ;ITABORAI;SANTO EXPEDITO;GASOLINA;2022-06-21;7.89
RJ;ITAGUAI;CENTRO;GASOLINA;2022-06-20;7.75
RJ;ITAGUAI;CENTRO;ETANOL;2022-06-20;5.89
RJ;ITAGUAI;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.8
RJ;ITAGUAI;BRISA MAR;GASOLINA;2022-06-20;7.69
RJ;ITAGUAI;BRISA MAR;ETANOL;2022-06-20;5.69
RJ;ITAGUAI;BRISA MAR;GASOLINA ADITIVADA;2022-06-20;7.79
RJ;ITAGUAI;CENTRO;GASOLINA;2022-06-20;8.59
RJ;ITAGUAI;CENTRO;ETANOL;2022-06-20;6.99
RJ;ITAGUAI;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.59
