UF;Municipio;Bairro;Produto;DatadaColeta;ValordeVenda
RJ;ITAGUAI;BRISAMAR;GASOLINA;2022-06-20;7.65
RJ;ITAGUAI;BRISAMAR;ETANOL;2022-06-20;5.69
RJ;ITAGUAI;BRISAMAR;GASOLINA ADITIVADA;2022-06-20;7.75
RJ;MAGE;FIGUEIRA;GASOLINA;2022-06-20;7.89
RJ;MAGE;FIGUEIRA;ETANOL;2022-06-20;5.99
RJ;MAGE;FIGUEIRA;GASOLINA ADITIVADA;2022-06-20;7.99
RJ;MAGE;PIABETA;GASOLINA;2022-06-20;7.99
RJ;MAGE;PIABETA;ETANOL;2022-06-20;5.99
RJ;MAGE;PIABETA;GASOLINA ADITIVADA;2022-06-20;8.09
RJ;MAGE;SURU;GASOLINA;2022-06-20;8.35
RJ;MAGE;SURU;ETANOL;2022-06-20;6.39
RJ;MAGE;SURU;GASOLINA ADITIVADA;2022-06-20;8.65
RJ;MAGE;CENTRO;GASOLINA;2022-06-20;8.09
RJ;MAGE;CENTRO;ETANOL;2022-06-20;6.98
RJ;MAGE;CENTRO;GASOLINA ADITIVADA;2022-06-20;9.28
RJ;MAGE;SANTA DALILA;GASOLINA;2022-06-20;7.89
RJ;MAGE;SANTA DALILA;ETANOL;2022-06-20;5.89
RJ;MAGE;SANTA DALILA;GASOLINA ADITIVADA;2022-06-20;7.99
RJ;NILOPOLIS;OLINDA;GASOLINA;2022-06-20;7.49
RJ;NILOPOLIS;OLINDA;ETANOL;2022-06-20;5.79
RJ;NILOPOLIS;OLINDA;GASOLINA ADITIVADA;2022-06-20;7.59
RJ;NILOPOLIS;NILÓPOLIS;GASOLINA;2022-06-20;7.89
RJ;NILOPOLIS;NILÓPOLIS;ETANOL;2022-06-20;6.09
RJ;NILOPOLIS;CENTRO;GASOLINA;2022-06-20;7.79
RJ;NILOPOLIS;CENTRO;ETANOL;2022-06-20;6.89
RJ;NILOPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.89
RJ;NILOPOLIS;CENTRO;GASOLINA;2022-06-20;7.69
RJ;NILOPOLIS;CENTRO;ETANOL;2022-06-20;6.09
RJ;NILOPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.79
RJ;NILOPOLIS;CENTRO;GASOLINA;2022-06-20;8.19
RJ;NILOPOLIS;CENTRO;ETANOL;2022-06-20;5.99
RJ;NILOPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.39
RJ;NILOPOLIS;CENTRO;GASOLINA;2022-06-20;7.49
RJ;NILOPOLIS;CENTRO;ETANOL;2022-06-20;5.79
RJ;NILOPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.59
RJ;NOVA FRIBURGO;CENTRO;GASOLINA;2022-06-20;7.99
RJ;NOVA FRIBURGO;CENTRO;ETANOL;2022-06-20;6.49
RJ;NOVA FRIBURGO;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.19
RJ;NOVA FRIBURGO;CENTRO;GASOLINA;2022-06-20;7.75
RJ;NOVA FRIBURGO;CENTRO;ETANOL;2022-06-20;5.79
RJ;NOVA FRIBURGO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.79
RJ;NOVA FRIBURGO;CHÁCARA DO PARAÍSO;GASOLINA;2022-06-20;7.55
RJ;NOVA FRIBURGO;CHÁCARA DO PARAÍSO;ETANOL;2022-06-20;5.67
RJ;NOVA FRIBURGO;CENTRO;GASOLINA;2022-06-20;7.99
RJ;NOVA FRIBURGO;CENTRO;ETANOL;2022-06-20;6.5
RJ;NOVA FRIBURGO;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.09
RJ;NOVA FRIBURGO;MURY;GASOLINA;2022-06-20;7.99
RJ;NOVA FRIBURGO;MURY;ETANOL;2022-06-20;6.99
RJ;NOVA FRIBURGO;MURY;GASOLINA ADITIVADA;2022-06-20;8.1
RJ;NOVA FRIBURGO;MURY;GASOLINA;2022-06-20;8.15
RJ;NOVA FRIBURGO;MURY;ETANOL;2022-06-20;6.69
RJ;NOVA FRIBURGO;MURY;GASOLINA ADITIVADA;2022-06-20;8.35
RJ;NOVA FRIBURGO;MURY;GASOLINA;2022-06-20;7.75
RJ;NOVA FRIBURGO;MURY;ETANOL;2022-06-20;6.19
RJ;NOVA FRIBURGO;OLARIA;GASOLINA;2022-06-20;7.75
RJ;NOVA FRIBURGO;OLARIA;ETANOL;2022-06-20;5.69
RJ;NOVA FRIBURGO;OLARIA;GASOLINA ADITIVADA;2022-06-20;7.82
RJ;NOVA FRIBURGO;CENTRO;GASOLINA;2022-06-20;7.55
RJ;NOVA FRIBURGO;CENTRO;ETANOL;2022-06-20;5.67
RJ;NOVA FRIBURGO;OLARIA;GASOLINA;2022-06-20;8.19
RJ;NOVA FRIBURGO;OLARIA;ETANOL;2022-06-20;6.49
RJ;NOVA FRIBURGO;OLARIA;GASOLINA ADITIVADA;2022-06-20;8.39
RJ;NOVA FRIBURGO;YPU;GASOLINA;2022-06-20;7.59
RJ;NOVA FRIBURGO;YPU;ETANOL;2022-06-20;5.66
RJ;NOVA FRIBURGO;CENTRO;GASOLINA;2022-06-20;7.59
RJ;NOVA FRIBURGO;CENTRO;ETANOL;2022-06-20;5.84
RJ;NOVA FRIBURGO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.69
RJ;PETROPOLIS;QUITANDINHA;GASOLINA ADITIVADA;2022-06-21;8.14
RJ;PETROPOLIS;QUITANDINHA;ETANOL;2022-06-21;6.52
RJ;PETROPOLIS;QUITANDINHA;GASOLINA;2022-06-21;8.14
RJ;PETROPOLIS;BINGEN;ETANOL;2022-06-22;6.47
RJ;PETROPOLIS;BINGEN;GASOLINA;2022-06-22;8.28
RJ;PETROPOLIS;BINGEN;GASOLINA ADITIVADA;2022-06-22;8.38
RJ;PETROPOLIS;BINGEN;GASOLINA;2022-06-22;8.39
RJ;PETROPOLIS;BINGEN;GASOLINA ADITIVADA;2022-06-22;8.49
RJ;PETROPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-21;8.69
RJ;PETROPOLIS;CENTRO;ETANOL;2022-06-21;6.57
RJ;PETROPOLIS;CENTRO;GASOLINA;2022-06-21;8.49
RJ;PETROPOLIS;BINGEN;ETANOL;2022-06-22;6.57
RJ;PETROPOLIS;BINGEN;GASOLINA;2022-06-22;8.39
RJ;PETROPOLIS;BINGEN;GASOLINA ADITIVADA;2022-06-22;8.49
RJ;PETROPOLIS;BINGEN;ETANOL;2022-06-22;6.57
RJ;PETROPOLIS;BINGEN;GASOLINA;2022-06-22;8.38
RJ;PETROPOLIS;BINGEN;GASOLINA ADITIVADA;2022-06-22;8.48
RJ;PETROPOLIS;ALTO DA SERRA;GASOLINA ADITIVADA;2022-06-21;8.09
RJ;PETROPOLIS;ALTO DA SERRA;ETANOL;2022-06-21;6.47
RJ;PETROPOLIS;ALTO DA SERRA;GASOLINA;2022-06-21;8.09
RJ;PETROPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-21;8.09
RJ;PETROPOLIS;CENTRO;ETANOL;2022-06-21;6.47
RJ;PETROPOLIS;CENTRO;GASOLINA;2022-06-21;8.09
RJ;PETROPOLIS;QUITANDINHA;GASOLINA ADITIVADA;2022-06-21;8.39
RJ;PETROPOLIS;QUITANDINHA;ETANOL;2022-06-21;6.99
RJ;PETROPOLIS;QUITANDINHA;GASOLINA;2022-06-21;8.29
RJ;PETROPOLIS;CENTRO;ETANOL;2022-06-22;6.59
RJ;PETROPOLIS;CENTRO;GASOLINA;2022-06-22;8.39
RJ;PETROPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-22;8.49
RJ;PETROPOLIS;CORONEL VEIGA;GASOLINA ADITIVADA;2022-06-21;8.09
RJ;PETROPOLIS;CORONEL VEIGA;ETANOL;2022-06-21;6.47
RJ;PETROPOLIS;CORONEL VEIGA;GASOLINA;2022-06-21;8.09
RJ;PETROPOLIS;MORIN;GASOLINA ADITIVADA;2022-06-21;8.09
RJ;PETROPOLIS;MORIN;ETANOL;2022-06-21;6.47
RJ;PETROPOLIS;MORIN;GASOLINA;2022-06-21;8.09
RJ;PETROPOLIS;CENTRO;ETANOL;2022-06-22;6.47
RJ;PETROPOLIS;CENTRO;GASOLINA;2022-06-22;8.28
RJ;PETROPOLIS;CENTRO;GASOLINA ADITIVADA;2022-06-22;8.38
RJ;SAPUCAIA;CENTRO;ETANOL;2022-06-22;6.9
RJ;SAPUCAIA;CENTRO;GASOLINA;2022-06-22;8.19
RJ;SAPUCAIA;CENTRO;GASOLINA ADITIVADA;2022-06-22;8.29
RJ;SAPUCAIA;ANTA;ETANOL;2022-06-22;6.9
RJ;SAPUCAIA;ANTA;GASOLINA;2022-06-22;8.19
RJ;SAPUCAIA;CENTRO;ETANOL;2022-06-22;6.9
RJ;SAPUCAIA;CENTRO;GASOLINA;2022-06-22;8.19
RJ;SAPUCAIA;CENTRO;GASOLINA ADITIVADA;2022-06-22;8.29
RJ;SAPUCAIA;PRIMEIRO;ETANOL;2022-06-22;6.9
RJ;SAPUCAIA;PRIMEIRO;GASOLINA;2022-06-22;8.19
RJ;VALENCA;CHACRINHA;GASOLINA;2022-06-20;7.99
RJ;VALENCA;CHACRINHA;ETANOL;2022-06-20;6.49
RJ;VALENCA;CHACRINHA;GASOLINA ADITIVADA;2022-06-20;7.99
RJ;VALENCA;BARROSO;GASOLINA ADITIVADA;2022-06-21;8.75
RJ;VALENCA;BARROSO;ETANOL;2022-06-21;6.98
RJ;VALENCA;BARROSO;GASOLINA;2022-06-21;8.55
RJ;VALENCA;CARAMBITA;GASOLINA ADITIVADA;2022-06-21;8.45
RJ;VALENCA;CARAMBITA;ETANOL;2022-06-21;6.89
RJ;VALENCA;CARAMBITA;GASOLINA;2022-06-21;8.35
RJ;VALENCA;CENTRO;GASOLINA;2022-06-20;7.89
RJ;VALENCA;CENTRO;ETANOL;2022-06-20;6.98
RJ;VALENCA;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.89
RJ;VALENCA;CENTRO;GASOLINA;2022-06-20;8.4
RJ;VALENCA;CENTRO;ETANOL;2022-06-20;7.14
RJ;VALENCA;CENTRO;GASOLINA ADITIVADA;2022-06-20;8.5
RJ;VALENCA;APARECIDA;GASOLINA;2022-06-20;7.89
RJ;VALENCA;APARECIDA;ETANOL;2022-06-20;6.45
RJ;VALENCA;APARECIDA;GASOLINA ADITIVADA;2022-06-20;8.09
RJ;VALENCA;BENFICA;GASOLINA;2022-06-20;8.64
RJ;VALENCA;BENFICA;ETANOL;2022-06-20;6.61
RJ;VALENCA;BENFICA;GASOLINA ADITIVADA;2022-06-20;8.76
RN;PARNAMIRIM;VALE DO SOL;ETANOL;2022-06-22;6.29
RN;PARNAMIRIM;VALE DO SOL;GASOLINA;2022-06-22;7.69
RN;PARNAMIRIM;VALE DO SOL;GASOLINA ADITIVADA;2022-06-22;7.69
RN;PARNAMIRIM;PQ DE EXPOSCOES;GASOLINA ADITIVADA;2022-06-21;7.89
RN;PARNAMIRIM;PQ DE EXPOSCOES;ETANOL;2022-06-21;6.38
RN;PARNAMIRIM;CENTRO;GASOLINA ADITIVADA;2022-06-21;8.03
RN;PARNAMIRIM;CENTRO;ETANOL;2022-06-21;6.49
RN;PARNAMIRIM;CENTRO;GASOLINA;2022-06-21;7.97
RN;PARNAMIRIM;PARQUE DE EXPOSICOES;GASOLINA ADITIVADA;2022-06-21;8.09
RN;PARNAMIRIM;PARQUE DE EXPOSICOES;ETANOL;2022-06-21;6.39
RN;PARNAMIRIM;PARQUE DE EXPOSICOES;GASOLINA;2022-06-21;7.99
RN;PARNAMIRIM;EMAUS;ETANOL;2022-06-22;6.45
RN;PARNAMIRIM;EMAUS;GASOLINA;2022-06-22;7.96
RN;PARNAMIRIM;EMAUS;GASOLINA ADITIVADA;2022-06-22;7.97
RN;PARNAMIRIM;COHABINAL;ETANOL;2022-06-22;6.27
RN;PARNAMIRIM;COHABINAL;GASOLINA;2022-06-22;7.69
RN;PARNAMIRIM;COHABINAL;GASOLINA ADITIVADA;2022-06-22;7.99
RN;MOSSORO;ABOLICAO;GASOLINA;2022-06-21;7.75
RN;MOSSORO;AEROPORTO II;GASOLINA ADITIVADA;2022-06-21;7.8
RN;MOSSORO;AEROPORTO II;ETANOL;2022-06-21;6.18
RN;MOSSORO;AEROPORTO II;GASOLINA;2022-06-21;7.79
RN;MOSSORO;NOVA BETANIA;GASOLINA ADITIVADA;2022-06-21;7.79
RN;MOSSORO;NOVA BETANIA;ETANOL;2022-06-21;6.19
RN;MOSSORO;NOVA BETANIA;GASOLINA;2022-06-21;7.79
RN;MOSSORO;ALTO DA CONCEIÇÃO;GASOLINA ADITIVADA;2022-06-21;7.89
RN;MOSSORO;ALTO DA CONCEIÇÃO;ETANOL;2022-06-21;6.19
RN;MOSSORO;ALTO DA CONCEIÇÃO;GASOLINA;2022-06-21;7.79
RN;NATAL;CAPIM MACIO;ETANOL;2022-06-22;6.49
RN;NATAL;CAPIM MACIO;GASOLINA;2022-06-22;7.99
RN;NATAL;CAPIM MACIO;GASOLINA ADITIVADA;2022-06-22;8.09
RN;MOSSORO;PLANALTO TREZE DE MAIO;GASOLINA ADITIVADA;2022-06-21;7.99
RN;MOSSORO;PLANALTO TREZE DE MAIO;GASOLINA;2022-06-21;7.89
RN;MOSSORO;LIBERDADE;ETANOL;2022-06-21;6.19
RN;MOSSORO;LIBERDADE;GASOLINA;2022-06-21;7.79
RN;MOSSORO;DOZE ANOS;GASOLINA ADITIVADA;2022-06-21;7.87
RN;MOSSORO;DOZE ANOS;ETANOL;2022-06-21;6.18
RN;MOSSORO;DOZE ANOS;GASOLINA;2022-06-21;7.79
RN;MOSSORO;AEROPORTO;GASOLINA ADITIVADA;2022-06-21;7.69
RN;MOSSORO;AEROPORTO;ETANOL;2022-06-21;5.94
RN;MOSSORO;AEROPORTO;GASOLINA;2022-06-21;7.69
RO;JI-PARANA;CASA PRETA;GASOLINA ADITIVADA;2022-06-21;8.04
RO;JI-PARANA;CASA PRETA;ETANOL;2022-06-21;7.45
RO;JI-PARANA;CASA PRETA;GASOLINA;2022-06-21;7.99
RO;JI-PARANA;DOIS DE ABRIL;GASOLINA ADITIVADA;2022-06-21;7.74
RO;JI-PARANA;DOIS DE ABRIL;GASOLINA;2022-06-21;7.69
RO;JI-PARANA;RIACHUELO;GASOLINA ADITIVADA;2022-06-21;7.8
RO;JI-PARANA;RIACHUELO;ETANOL;2022-06-21;6.28
RO;JI-PARANA;RIACHUELO;GASOLINA;2022-06-21;7.63
RO;JI-PARANA;DUQUE DE CAXIAS;GASOLINA ADITIVADA;2022-06-21;7.87
RO;JI-PARANA;DUQUE DE CAXIAS;GASOLINA;2022-06-21;7.77
RO;JI-PARANA;URUPA;GASOLINA ADITIVADA;2022-06-21;8.03
RO;JI-PARANA;URUPA;GASOLINA;2022-06-21;7.83
RO;JI-PARANA;DOIS DE ABRIL;GASOLINA ADITIVADA;2022-06-21;7.83
RO;JI-PARANA;DOIS DE ABRIL;ETANOL;2022-06-21;6.78
RO;JI-PARANA;DOIS DE ABRIL;GASOLINA;2022-06-21;7.74
RO;JI-PARANA;DOIS DE ABRIL;ETANOL;2022-06-21;6.64
RO;JI-PARANA;DOIS DE ABRIL;GASOLINA;2022-06-21;7.72
RS;ALEGRETE;BAIRRO IBIRAPUITA;GASOLINA;2022-06-20;7.25
RS;ALEGRETE;BAIRRO IBIRAPUITA;GASOLINA ADITIVADA;2022-06-20;7.25
RS;ALEGRETE;BAIRRO IBIRAPUITA;GASOLINA;2022-06-20;7.49
RS;ALEGRETE;BAIRRO IBIRAPUITA;ETANOL;2022-06-20;6.54
RS;ALEGRETE;BAIRRO IBIRAPUITA;GASOLINA ADITIVADA;2022-06-20;7.59
RS;ALEGRETE;CIDADE ALTA;GASOLINA;2022-06-20;7.59
RS;ALEGRETE;CIDADE ALTA;GASOLINA ADITIVADA;2022-06-20;7.79
RS;URUGUAIANA;SANTO INACIO;GASOLINA;2022-06-20;7.39
RS;URUGUAIANA;SANTO INACIO;GASOLINA ADITIVADA;2022-06-20;7.49
RS;ALEGRETE;CENTRO;GASOLINA;2022-06-20;6.98
RS;ALEGRETE;CENTRO;GASOLINA ADITIVADA;2022-06-20;6.98
RS;BENTO GONCALVES;SANTO ANTAO;GASOLINA ADITIVADA;2022-06-21;7.49
RS;BENTO GONCALVES;SANTO ANTAO;GASOLINA;2022-06-21;7.29
RS;BENTO GONCALVES;SAO BENTO;GASOLINA ADITIVADA;2022-06-21;7.49
RS;BENTO GONCALVES;SAO BENTO;GASOLINA;2022-06-21;7.29
RS;BENTO GONCALVES;BOTAFOGO;GASOLINA ADITIVADA;2022-06-21;7.19
RS;BENTO GONCALVES;BOTAFOGO;GASOLINA;2022-06-21;6.99
RS;BENTO GONCALVES;VILA NOVA;GASOLINA ADITIVADA;2022-06-21;7.19
RS;BENTO GONCALVES;VILA NOVA;ETANOL;2022-06-21;6.99
RS;BENTO GONCALVES;VILA NOVA;GASOLINA;2022-06-21;6.99
RS;CACHOEIRINHA;INDUSTRIAL;GASOLINA;2022-06-22;6.99
RS;CACHOEIRINHA;INDUSTRIAL;GASOLINA ADITIVADA;2022-06-22;7.09
RS;CACHOEIRINHA;PARQUE SILVEIRA MARTINS;GASOLINA;2022-06-22;6.79
RS;CACHOEIRINHA;PARQUE SILVEIRA MARTINS;GASOLINA ADITIVADA;2022-06-22;6.79
RS;CACHOEIRINHA;VILA PARQUE BRASILIA;GASOLINA;2022-06-22;6.79
RS;CACHOEIRINHA;VILA PARQUE BRASILIA;GASOLINA ADITIVADA;2022-06-22;6.79
RS;CACHOEIRINHA;VL VERANOPOLIS;GASOLINA;2022-06-22;6.97
RS;CACHOEIRINHA;VL VERANOPOLIS;GASOLINA ADITIVADA;2022-06-22;7.07
RS;ERECHIM;CASTELO BRANCO;GASOLINA;2022-06-20;7.15
RS;ERECHIM;CASTELO BRANCO;GASOLINA ADITIVADA;2022-06-20;7.45
RS;ERECHIM;CENTRO;GASOLINA;2022-06-20;7.19
RS;ERECHIM;CENTRO;ETANOL;2022-06-20;6.99
RS;ERECHIM;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.59
RS;ERECHIM;ESPIRITO SANTO;GASOLINA;2022-06-20;7.19
RS;ERECHIM;ESPIRITO SANTO;ETANOL;2022-06-20;6.99
RS;ERECHIM;ESPIRITO SANTO;GASOLINA ADITIVADA;2022-06-20;7.39
RS;ERECHIM;BELA VISTA;GASOLINA;2022-06-20;7.49
RS;ERECHIM;BELA VISTA;GASOLINA ADITIVADA;2022-06-20;7.55
RS;ESTEIO;SAO SEBASTIAO;GASOLINA ADITIVADA;2022-06-23;6.99
RS;ESTEIO;SAO SEBASTIAO;GASOLINA;2022-06-23;6.79
RS;ESTEIO;PARQUE TAMANDARE;GASOLINA ADITIVADA;2022-06-23;6.76
RS;ESTEIO;PARQUE TAMANDARE;GASOLINA;2022-06-23;6.76
RS;SANTO ANGELO;CENTRO;GASOLINA;2022-06-20;7.49
RS;SANTO ANGELO;CENTRO;ETANOL;2022-06-20;6.58
RS;SANTO ANGELO;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.59
RS;GRAVATAI;PARQUE OLINDA;GASOLINA;2022-06-22;6.89
RS;GRAVATAI;PARQUE OLINDA;GASOLINA ADITIVADA;2022-06-22;7.09
RS;GRAVATAI;VILA PLANALTINA;GASOLINA;2022-06-22;6.86
RS;GRAVATAI;VILA PLANALTINA;GASOLINA ADITIVADA;2022-06-22;6.86
RS;GRAVATAI;VERA CRUZ;GASOLINA;2022-06-22;6.86
RS;GRAVATAI;VERA CRUZ;GASOLINA ADITIVADA;2022-06-22;6.86
RS;GRAVATAI;VILA MONTE BELO;GASOLINA;2022-06-22;6.89
RS;GRAVATAI;VILA MONTE BELO;GASOLINA ADITIVADA;2022-06-22;7.09
RS;GRAVATAI;PARQUE FLORIDO;ETANOL;2022-06-22;6.39
RS;GRAVATAI;PARQUE FLORIDO;GASOLINA;2022-06-22;6.89
RS;GRAVATAI;PARQUE FLORIDO;GASOLINA ADITIVADA;2022-06-22;7.09
RS;GUAIBA;ALEGRIA;GASOLINA;2022-06-20;7.09
RS;GUAIBA;ALEGRIA;GASOLINA ADITIVADA;2022-06-20;7.19
RS;GUAIBA;PARQUE 35;GASOLINA;2022-06-20;7.07
RS;GUAIBA;PARQUE 35;ETANOL;2022-06-20;5.99
RS;GUAIBA;PARQUE 35;GASOLINA ADITIVADA;2022-06-20;7.17
RS;IJUI;CENTRO;GASOLINA;2022-06-20;7.21
RS;IJUI;CENTRO;ETANOL;2022-06-20;6.49
RS;IJUI;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.31
RS;IJUI;SOL NASCENTE;ETANOL;2022-06-23;6.39
RS;IJUI;SOL NASCENTE;GASOLINA ADITIVADA;2022-06-23;7.19
RS;IJUI;SOL NASCENTE;GASOLINA;2022-06-23;7.19
RS;IJUI;CENTRO;GASOLINA;2022-06-20;7.39
RS;IJUI;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.49
RS;IJUI;SÃO JOSÉ;GASOLINA;2022-06-20;7.14
RS;IJUI;SÃO JOSÉ;ETANOL;2022-06-20;6.36
RS;IJUI;SÃO JOSÉ;GASOLINA ADITIVADA;2022-06-20;7.14
RS;OSORIO;CENTRO;GASOLINA;2022-06-20;6.77
RS;OSORIO;CENTRO;ETANOL;2022-06-20;5.99
RS;OSORIO;CENTRO;GASOLINA ADITIVADA;2022-06-20;6.77
RS;OSORIO;SUL BRASILEIRO;GASOLINA;2022-06-20;6.99
RS;OSORIO;SUL BRASILEIRO;GASOLINA ADITIVADA;2022-06-20;6.99
RS;OSORIO;ENTRONCAMENTO;GASOLINA;2022-06-20;6.89
RS;OSORIO;ENTRONCAMENTO;GASOLINA ADITIVADA;2022-06-20;6.99
RS;OSORIO;SEDE;GASOLINA;2022-06-20;7.16
RS;OSORIO;SEDE;GASOLINA ADITIVADA;2022-06-20;7.36
RS;OSORIO;ENT. OSORIO-TORRES;GASOLINA;2022-06-20;6.99
RS;OSORIO;ENT. OSORIO-TORRES;GASOLINA ADITIVADA;2022-06-20;7.09
RS;PORTO ALEGRE;PETROPOLIS;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;PETROPOLIS;ETANOL;2022-06-24;6.79
RS;PORTO ALEGRE;PETROPOLIS;GASOLINA ADITIVADA;2022-06-24;7.19
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA ADITIVADA;2022-06-24;6.99
RS;PORTO ALEGRE;GLÓRIA;GASOLINA;2022-06-24;6.79
RS;PORTO ALEGRE;GLÓRIA;GASOLINA ADITIVADA;2022-06-24;6.79
RS;PORTO ALEGRE;JARDIM BOTÂNICO;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;JARDIM BOTÂNICO;GASOLINA ADITIVADA;2022-06-24;7.15
RS;PORTO ALEGRE;RUBEM BERTA;GASOLINA;2022-06-22;6.99
RS;PORTO ALEGRE;RUBEM BERTA;GASOLINA ADITIVADA;2022-06-22;7.09
RS;PORTO ALEGRE;PARTENON;GASOLINA;2022-06-24;6.96
RS;PORTO ALEGRE;PARTENON;GASOLINA ADITIVADA;2022-06-24;6.96
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;AGRONOMIA;ETANOL;2022-06-24;6.29
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA ADITIVADA;2022-06-24;7.19
RS;PORTO ALEGRE;SANTANA;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;SANTANA;GASOLINA ADITIVADA;2022-06-24;7.09
RS;PORTO ALEGRE;MENINO DEUS;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;MENINO DEUS;GASOLINA ADITIVADA;2022-06-24;6.99
RS;PORTO ALEGRE;PARTENON;GASOLINA;2022-06-24;7.19
RS;PORTO ALEGRE;PARTENON;GASOLINA ADITIVADA;2022-06-24;7.49
RS;PORTO ALEGRE;SARANDI;ETANOL;2022-06-22;5.99
RS;PORTO ALEGRE;SARANDI;GASOLINA;2022-06-22;6.99
RS;PORTO ALEGRE;SARANDI;GASOLINA ADITIVADA;2022-06-22;7.19
RS;PORTO ALEGRE;MENINO DEUS;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;MENINO DEUS;GASOLINA ADITIVADA;2022-06-24;6.99
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA;2022-06-22;7.05
RS;PORTO ALEGRE;AGRONOMIA;GASOLINA ADITIVADA;2022-06-22;7.2
RS;PORTO ALEGRE;JARDIM CARVALHO;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;JARDIM CARVALHO;GASOLINA ADITIVADA;2022-06-24;7.19
RS;PORTO ALEGRE;SNTANA;GASOLINA;2022-06-24;6.99
RS;PORTO ALEGRE;SNTANA;ETANOL;2022-06-24;6.39
RS;PORTO ALEGRE;SNTANA;GASOLINA ADITIVADA;2022-06-24;6.99
RS;SAO GABRIEL;ZONA SUL;GASOLINA;2022-06-20;7.49
RS;SAO GABRIEL;ZONA SUL;ETANOL;2022-06-20;6.44
RS;SAO GABRIEL;ZONA SUL;GASOLINA ADITIVADA;2022-06-20;7.64
RS;SAO GABRIEL;SEDE;GASOLINA;2022-06-20;7.44
RS;SAO GABRIEL;SEDE;GASOLINA ADITIVADA;2022-06-20;7.59
RS;SAO GABRIEL;SEDE;GASOLINA;2022-06-20;7.49
RS;SAO GABRIEL;SEDE;GASOLINA ADITIVADA;2022-06-20;7.64
RS;SAO LUIZ GONZAGA;RODOVIA;GASOLINA;2022-06-20;7.29
RS;SAO LUIZ GONZAGA;RODOVIA;ETANOL;2022-06-20;6.99
RS;SAO LUIZ GONZAGA;RODOVIA;GASOLINA ADITIVADA;2022-06-20;7.34
RS;SANTO ANGELO;OLIVEIRA;GASOLINA;2022-06-20;7.48
RS;SANTO ANGELO;OLIVEIRA;ETANOL;2022-06-20;6.78
RS;SANTO ANGELO;OLIVEIRA;GASOLINA ADITIVADA;2022-06-20;7.69
RS;SAO LUIZ GONZAGA;SEDE;GASOLINA;2022-06-20;7.29
RS;SAO LUIZ GONZAGA;SEDE;GASOLINA ADITIVADA;2022-06-20;7.44
RS;SAPUCAIA DO SUL;NOVA SAPUCAIA;ETANOL;2022-06-23;5.79
RS;SAPUCAIA DO SUL;NOVA SAPUCAIA;GASOLINA ADITIVADA;2022-06-23;6.76
RS;SAPUCAIA DO SUL;NOVA SAPUCAIA;GASOLINA;2022-06-23;6.76
RS;SAPUCAIA DO SUL;PASQUALINI;ETANOL;2022-06-23;5.79
RS;SAPUCAIA DO SUL;PASQUALINI;GASOLINA ADITIVADA;2022-06-23;6.76
RS;SAPUCAIA DO SUL;PASQUALINI;GASOLINA;2022-06-23;6.76
RS;SAPUCAIA DO SUL;CENTRO;ETANOL;2022-06-23;6.69
RS;SAPUCAIA DO SUL;CENTRO;GASOLINA ADITIVADA;2022-06-23;7.09
RS;SAPUCAIA DO SUL;CENTRO;GASOLINA;2022-06-23;6.79
SC;BALNEARIO CAMBORIU;DOS MUNICIPIOS;GASOLINA;2022-06-20;7.79
SC;BALNEARIO CAMBORIU;DOS MUNICIPIOS;ETANOL;2022-06-20;6.52
SC;BALNEARIO CAMBORIU;DOS MUNICIPIOS;GASOLINA ADITIVADA;2022-06-20;7.91
SC;BALNEARIO CAMBORIU;CENTRO;GASOLINA;2022-06-20;7.79
SC;BALNEARIO CAMBORIU;CENTRO;ETANOL;2022-06-20;6.52
SC;BALNEARIO CAMBORIU;CENTRO;GASOLINA ADITIVADA;2022-06-20;7.91
